original,translation
Сброс требуемой версии,Reset required version
Сброс требуемой версии к ,Reset required version to 
Сбросить требуемую версию,Reset required version
Сведения,Details
Сведения...,Details...
Свободное место в хранилище: {},Free space in storage      : {}
Свободное место: {},Free space: {}
Сгенерировать и установить,Generate and install
   Получение списка сохранений...   ,   Getting save list...   
Nintendo Account не задан,Nintendo Account not set
Сдампить на SD карту,Dump to SD card
Сдампить на внешний USB,Dump to external USB
Сдампить текущую прошивку,Dump current firmware
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Dumped: {}/{} ({}%) ({:.2f} MB/s)
Сделать бекап,Backup
"Сделать бекап, если новее",Backup if newer
Северная Америка,North America
Сентябрь,September
Сепия,Sepia
Сервер запущен,Server started
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,Server offers to perform DBI update\n\nPress (+) to accept\nAny other button to cancel
Серийный # прочитанный  : {},Serial # read           : {}
Серийный # угаданный    : {},Serial # guessed        : {}
Серийный номер        : {},Serial number           : {}
Сессии,Sessions
Сессия закрыта,Session closed
Сессия открыта,Session opened
Силовая роль                    : {},Power role                      : {}
Синхронизация времени по NTP,Syncing time via NTP
Системные приложения,System applications
QrTable00            : {:04x},QrTable00            : {:04x}
Системный по умолчанию,System default
Сканирование директорий...,Scanning directories...
Сканирование игр...,Scanning games...
Скачано {}/{},Downloaded {}/{}
Скачивание файла не удалось,File download failed
Скорость USB интерфейса: ,USB interface speed: 
Скорость передачи: {:.2f} МБ/сек,Transfer speed: {:.2f} MB/s
Смещать курсор после выделения,Move cursor after selection
Собираются сведения...,Gathering details...
Соединение сброшено,Connection reset
QrTable10            : {:04x},QrTable10            : {:04x}
Сожжено предохранителей : {},Burnt fuses             : {}
Создавать LFS папку,Create LFS folder
Создан zip-файл: ,Created zip file: 
Создание DLC анлокера,Creating DLC unlocker
Создание NSP,Creating NSP
Создание sdmc:/versions.txt,Creating sdmc:/versions.txt
Создание бекапа сохранения ,Creating save backup 
Создание дампа ({}),Creating dump ({})
Создание дампа: {},Creating dump: {}
Создание единого репака,Create unified repack
QrTable20            : {:04x},QrTable20            : {:04x}
Создание записи об игре...,Creating game record...
Создание каталога: ,Creating directory: 
Создание новой записи об игре...,Creating new game record...
Создание объекта: ,Creating object: 
Создание плейсхолдера: {}...,Creating placeholder: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Creating repack Id: {:016X}, Version: {}, Type: {}"
Создание строк... {}%,Creating strings... {}%
Создание таблицы имён,Creating name table
Создание тела файла,Creating file body
Создание точки доступа...,Creating access point...
QrTable30            : {:04x},QrTable30            : {:04x}
Создание фейковой записи... ,Creating fake record... 
Создание хэш таблицы,Creating hash table
Создание ярлыка,Creating shortcut
Создано новое сохранение. Восстанавливаю бекап в него...,Created new save. Restoring backup into it...
Создать sdmc:/versions.txt,Create sdmc:/versions.txt
Создать единый репак,Create unified repack
Создать новое сохранение...,Create new save...
Создать новый каталог...,Create new directory...
Создать новый файл...,Create new file...
Создать ярлык,Create shortcut
RCOMP0               : {:04x},RCOMP0               : {:04x}
Создать ярлык для hbmenu,Create shortcut for hbmenu
Создать ярлык на рабочий стол для DBI...,Create desktop shortcut for DBI...
Создать ярлык с аргументами...,Create shortcut with arguments...
Создаётся MTP хранилище: ,Creating MTP storage: 
Создаётся обновлённая запись об игре...,Creating updated game record...
Сохранение для {} уже существует,Save for {} already exists
Сохранения,Saves
Сохранения будут удалены!,Saves will be deleted!
Сохранения только в RO режиме,Saves in RO mode only
RTC запущены (приблизительно) : {},RTC started (approx)          : {}
Сохранения удалённых игр ({}),Saves of deleted games ({})
Сохранения установленных игр ({}),Saves of installed games ({})
Сохранёные в системе параметры котроллера батареи,Battery controller parameters saved in system
Средняя температура: {}°C,Average temperature: {}°C
Статистика игры ,Game statistics 
Строка поиска: ,Search string: 
Сумма %% заряд-разряд: {} (~{} 0-100 циклов),Sum %% charge-discharge: {} (~{} 0-100 cycles)
Существующая запись об игре не найдена,Existing game record not found
Существующее сохранение не найдено и новое не может быть создано,Existing save not found and new one cannot be created
SDK {} уже был экспортирован: {},SDK {} already exported: {}
Тайтл не установлен,Title not installed
Тайтл установлен,Title installed
Тайтлы с ошибками:,Titles with errors:
Текущая ёмкость                 : {}%,Current capacity                : {}%
Текущая ёмкость    : {} mAh,Current capacity   : {} mAh
Текущее время: {},Current time: {}
Текущее напряжение : {} mV,Current voltage    : {} mV
Текущий заряд      : {}%,Current charge     : {}%
Текущий ток        : {} mA,Current current    : {} mA
SDK на подмену не найдены,SDKs for spoofing not found
Тема,Theme
Тема отображения,Display theme
Температура        : {}°C,Temperature        : {}°C
Температура батареи             : {}°C,Battery temperature             : {}°C
Тикет исправлен,Ticket fixed
Тикеты,Tickets
Тикеты не найдены,Tickets not found
Тип SoC                 : {},SoC type                : {}
Тип источника питания          : {},Power source type              : {}
